"Plot Title: 1282986"
"#","Date Time, GMT-06:00","K-Type, °C (LGR S/N: 1282986, SEN S/N: 1282986)","Started (LGR S/N: 1282986)","Host Connected (LGR S/N: 1282986)","Stopped (LGR S/N: 1282986)","End Of File (LGR S/N: 1282986)"
1,11/13/15 11:26:44 AM,14.86,Logged,,,
2,11/13/15 11:26:45 AM,14.86,,,,
3,11/13/15 11:26:46 AM,14.86,,,,
4,11/13/15 11:26:47 AM,14.86,,,,
5,11/13/15 11:26:48 AM,14.86,,,,
6,11/13/15 11:26:49 AM,14.86,,,,
7,11/13/15 11:26:50 AM,14.86,,,,
8,11/13/15 11:26:51 AM,14.86,,,,
9,11/13/15 11:26:52 AM,14.86,,,,
10,11/13/15 11:26:53 AM,14.86,,,,
11,11/13/15 11:26:54 AM,14.86,,,,
12,11/13/15 11:26:55 AM,14.86,,,,
13,11/13/15 11:26:56 AM,14.86,,,,
14,11/13/15 11:26:57 AM,14.86,,,,
15,11/13/15 11:26:58 AM,14.86,,,,
16,11/13/15 11:26:59 AM,14.86,,,,
17,11/13/15 11:27:00 AM,14.86,,,,
18,11/13/15 11:27:01 AM,14.86,,,,
19,11/13/15 11:27:02 AM,14.86,,,,
20,11/13/15 11:27:03 AM,14.86,,,,
21,11/13/15 11:27:04 AM,15.20,,,,
22,11/13/15 11:27:05 AM,14.86,,,,
23,11/13/15 11:27:06 AM,14.86,,,,
24,11/13/15 11:27:07 AM,14.86,,,,
25,11/13/15 11:27:08 AM,14.86,,,,
26,11/13/15 11:27:09 AM,14.86,,,,
27,11/13/15 11:27:10 AM,14.86,,,,
28,11/13/15 11:27:11 AM,14.86,,,,
29,11/13/15 11:27:12 AM,14.86,,,,
30,11/13/15 11:27:13 AM,14.86,,,,
31,11/13/15 11:27:14 AM,14.86,,,,
32,11/13/15 11:27:15 AM,14.86,,,,
33,11/13/15 11:27:16 AM,15.20,,,,
34,11/13/15 11:27:17 AM,14.86,,,,
35,11/13/15 11:27:18 AM,14.86,,,,
36,11/13/15 11:27:19 AM,14.86,,,,
37,11/13/15 11:27:20 AM,14.86,,,,
38,11/13/15 11:27:21 AM,14.86,,,,
39,11/13/15 11:27:22 AM,14.86,,,,
40,11/13/15 11:27:23 AM,14.86,,,,
41,11/13/15 11:27:24 AM,14.86,,,,
42,11/13/15 11:27:25 AM,14.86,,,,
43,11/13/15 11:27:26 AM,14.86,,,,
44,11/13/15 11:27:27 AM,14.86,,,,
45,11/13/15 11:27:28 AM,14.86,,,,
46,11/13/15 11:27:29 AM,14.86,,,,
47,11/13/15 11:27:30 AM,14.86,,,,
48,11/13/15 11:27:31 AM,14.86,,,,
49,11/13/15 11:27:32 AM,14.86,,,,
50,11/13/15 11:27:33 AM,14.86,,,,
51,11/13/15 11:27:34 AM,14.86,,,,
52,11/13/15 11:27:35 AM,14.86,,,,
53,11/13/15 11:27:36 AM,14.86,,,,
54,11/13/15 11:27:37 AM,14.86,,,,
55,11/13/15 11:27:38 AM,14.86,,,,
56,11/13/15 11:27:39 AM,14.86,,,,
57,11/13/15 11:27:40 AM,14.86,,,,
58,11/13/15 11:27:41 AM,14.86,,,,
59,11/13/15 11:27:42 AM,14.86,,,,
60,11/13/15 11:27:43 AM,14.86,,,,
61,11/13/15 11:27:44 AM,14.86,,,,
62,11/13/15 11:27:45 AM,14.86,,,,
63,11/13/15 11:27:46 AM,14.86,,,,
64,11/13/15 11:27:47 AM,14.86,,,,
65,11/13/15 11:27:48 AM,14.86,,,,
66,11/13/15 11:27:49 AM,14.86,,,,
67,11/13/15 11:27:50 AM,14.86,,,,
68,11/13/15 11:27:51 AM,14.86,,,,
69,11/13/15 11:27:52 AM,14.86,,,,
70,11/13/15 11:27:53 AM,14.86,,,,
71,11/13/15 11:27:54 AM,14.86,,,,
72,11/13/15 11:27:55 AM,14.86,,,,
73,11/13/15 11:27:56 AM,14.86,,,,
74,11/13/15 11:27:57 AM,14.86,,,,
75,11/13/15 11:27:58 AM,14.86,,,,
76,11/13/15 11:27:59 AM,14.86,,,,
77,11/13/15 11:28:00 AM,14.86,,,,
78,11/13/15 11:28:01 AM,14.86,,,,
79,11/13/15 11:28:02 AM,14.86,,,,
80,11/13/15 11:28:03 AM,14.86,,,,
81,11/13/15 11:28:04 AM,14.86,,,,
82,11/13/15 11:28:05 AM,14.86,,,,
83,11/13/15 11:28:06 AM,14.86,,,,
84,11/13/15 11:28:07 AM,14.86,,,,
85,11/13/15 11:28:08 AM,14.86,,,,
86,11/13/15 11:28:09 AM,14.86,,,,
87,11/13/15 11:28:10 AM,14.86,,,,
88,11/13/15 11:28:11 AM,14.86,,,,
89,11/13/15 11:28:12 AM,14.86,,,,
90,11/13/15 11:28:13 AM,14.86,,,,
91,11/13/15 11:28:14 AM,14.86,,,,
92,11/13/15 11:28:15 AM,14.86,,,,
93,11/13/15 11:28:16 AM,14.86,,,,
94,11/13/15 11:28:17 AM,14.86,,,,
95,11/13/15 11:28:18 AM,14.86,,,,
96,11/13/15 11:28:19 AM,14.86,,,,
97,11/13/15 11:28:20 AM,14.86,,,,
98,11/13/15 11:28:21 AM,14.86,,,,
99,11/13/15 11:28:22 AM,14.86,,,,
100,11/13/15 11:28:23 AM,14.86,,,,
