"Plot Title: 1282986"
"#","Date Time, GMT-05:00","K-Type, °C (LGR S/N: 1282986, SEN S/N: 1282986)","Started (LGR S/N: 1282986)","Button Down (LGR S/N: 1282986)","Button Up (LGR S/N: 1282986)","Host Connected (LGR S/N: 1282986)","Stopped (LGR S/N: 1282986)","End Of File (LGR S/N: 1282986)"
1,06/29/16 10:02:10 AM,25.99,Logged,,,,,
2,06/29/16 10:02:11 AM,25.99,,,,,,
3,06/29/16 10:02:12 AM,25.99,,,,,,
4,06/29/16 10:02:13 AM,25.99,,,,,,
5,06/29/16 10:02:14 AM,25.99,,,,,,
6,06/29/16 10:02:15 AM,25.99,,,,,,
7,06/29/16 10:02:16 AM,26.33,,,,,,
8,06/29/16 10:02:17 AM,26.33,,,,,,
9,06/29/16 10:02:18 AM,26.33,,,,,,
10,06/29/16 10:02:19 AM,26.33,,,,,,
11,06/29/16 10:02:20 AM,26.33,,,,,,
12,06/29/16 10:02:21 AM,26.33,,,,,,
13,06/29/16 10:02:22 AM,26.33,,,,,,
14,06/29/16 10:02:23 AM,26.33,,,,,,
15,06/29/16 10:02:24 AM,26.33,,,,,,
16,06/29/16 10:02:25 AM,26.33,,,,,,
17,06/29/16 10:02:26 AM,26.33,,,,,,
18,06/29/16 10:02:27 AM,26.33,,,,,,
19,06/29/16 10:02:28 AM,26.33,,,,,,
20,06/29/16 10:02:29 AM,26.33,,,,,,
21,06/29/16 10:02:30 AM,26.33,,,,,,
22,06/29/16 10:02:31 AM,26.33,,,,,,
23,06/29/16 10:02:32 AM,26.33,,,,,,
24,06/29/16 10:02:33 AM,26.33,,,,,,
25,06/29/16 10:02:34 AM,26.33,,,,,,
26,06/29/16 10:02:35 AM,26.33,,,,,,
27,06/29/16 10:02:36 AM,26.33,,,,,,
28,06/29/16 10:02:37 AM,26.33,,,,,,
29,06/29/16 10:02:38 AM,26.33,,,,,,
30,06/29/16 10:02:39 AM,26.33,,,,,,
31,06/29/16 10:02:40 AM,26.33,,,,,,
32,06/29/16 10:02:41 AM,26.33,,,,,,
33,06/29/16 10:02:42 AM,26.33,,,,,,
34,06/29/16 10:02:43 AM,26.33,,,,,,
35,06/29/16 10:02:44 AM,26.33,,,,,,
36,06/29/16 10:02:45 AM,26.33,,,,,,
37,06/29/16 10:02:46 AM,26.33,,,,,,
38,06/29/16 10:02:47 AM,26.33,,,,,,
39,06/29/16 10:02:48 AM,26.33,,,,,,
40,06/29/16 10:02:49 AM,26.33,,,,,,
41,06/29/16 10:02:50 AM,26.33,,,,,,
42,06/29/16 10:02:51 AM,26.33,,,,,,
43,06/29/16 10:02:52 AM,26.33,,,,,,
44,06/29/16 10:02:53 AM,26.66,,,,,,
45,06/29/16 10:02:54 AM,26.33,,,,,,
46,06/29/16 10:02:55 AM,26.33,,,,,,
47,06/29/16 10:02:56 AM,26.33,,,,,,
48,06/29/16 10:02:57 AM,26.33,,,,,,
49,06/29/16 10:02:58 AM,26.33,,,,,,
50,06/29/16 10:02:59 AM,26.33,,,,,,
51,06/29/16 10:03:00 AM,26.33,,,,,,
52,06/29/16 10:03:01 AM,26.33,,,,,,
53,06/29/16 10:03:02 AM,26.33,,,,,,
54,06/29/16 10:03:03 AM,26.33,,,,,,
55,06/29/16 10:03:04 AM,26.33,,,,,,
56,06/29/16 10:03:05 AM,26.33,,,,,,
57,06/29/16 10:03:06 AM,26.33,,,,,,
58,06/29/16 10:03:07 AM,26.33,,,,,,
59,06/29/16 10:03:08 AM,26.33,,,,,,
60,06/29/16 10:03:09 AM,26.33,,,,,,
61,06/29/16 10:03:10 AM,26.33,,,,,,
62,06/29/16 10:03:11 AM,26.33,,,,,,
63,06/29/16 10:03:12 AM,26.33,,,,,,
64,06/29/16 10:03:13 AM,26.33,,,,,,
65,06/29/16 10:03:14 AM,26.33,,,,,,
66,06/29/16 10:03:15 AM,26.33,,,,,,
67,06/29/16 10:03:16 AM,26.33,,,,,,
68,06/29/16 10:03:17 AM,26.33,,,,,,
69,06/29/16 10:03:18 AM,26.33,,,,,,
70,06/29/16 10:03:19 AM,26.33,,,,,,
71,06/29/16 10:03:20 AM,26.33,,,,,,
72,06/29/16 10:03:21 AM,26.33,,,,,,
73,06/29/16 10:03:22 AM,26.66,,,,,,
74,06/29/16 10:03:23 AM,26.66,,,,,,
75,06/29/16 10:03:24 AM,26.33,,,,,,
76,06/29/16 10:03:25 AM,26.33,,,,,,
77,06/29/16 10:03:26 AM,26.33,,,,,,
78,06/29/16 10:03:27 AM,26.33,,,,,,
79,06/29/16 10:03:28 AM,26.33,,,,,,
80,06/29/16 10:03:29 AM,26.33,,,,,,
81,06/29/16 10:03:30 AM,26.66,,,,,,
82,06/29/16 10:03:31 AM,26.33,,,,,,
83,06/29/16 10:03:32 AM,26.66,,,,,,
84,06/29/16 10:03:33 AM,26.66,,,,,,
85,06/29/16 10:03:34 AM,26.66,,,,,,
86,06/29/16 10:03:35 AM,26.66,,,,,,
87,06/29/16 10:03:36 AM,26.66,,,,,,
88,06/29/16 10:03:37 AM,26.66,,,,,,
89,06/29/16 10:03:38 AM,26.66,,,,,,
90,06/29/16 10:03:39 AM,26.66,,,,,,
91,06/29/16 10:03:40 AM,26.66,,,,,,
92,06/29/16 10:03:41 AM,26.66,,,,,,
93,06/29/16 10:03:42 AM,26.66,,,,,,
